,Name,Position,Height,Weight,Academic,High School,Year,Sport,College,Hometown,State,College (in univeristy)
7551,Grace Campbell,S,6-0,,So., San Joaquin Memorial,2017,womens-volleyball,Columbia,Visalia,california,
7552,Ara Peterson,MB,6-1,,Jr., Sacred Heart Prep,2017,womens-volleyball,Columbia,Menlo Park,california,
7553,Chichi Ikwuazom,MB,6-1,,So., Horace Mann,2017,womens-volleyball,Columbia,New York,new york,
7554,Anja Malesevic,RS,6-2,,Sr., Benjamin N. Cardozo (N.Y.),2017,womens-volleyball,Columbia,Belgrade,Serbia,
7555,Luciana Del Valle,Outside Hitter,5-11,,Sr., Colegio Trener,2018,womens-volleyball,Columbia,Lima,Peru,CC
7556,Madelyn Ward,Outside Hitter,6-0,,So., Waxahachie,2018,womens-volleyball,Columbia,Waxahachie,texas,CC
7557,Kalie Wood,Defensive Specialist/Libero,5-8,,Jr., Canyon Crest Academy,2018,womens-volleyball,Columbia,San Diego,california,CC
7558,Rose Compton,Middle Blocker,6-3,,Jr., Ferndale,2018,womens-volleyball,Columbia,Ferndale,washington,CC
7559,Kaitlin Schultz,Outside Hitter,6-0,,So., West Ranch,2018,womens-volleyball,Columbia,Santa Clarita,california,CC
7560,Shari Stenglein,Setter,5-9,,Fr., Pine Crest Prep,2018,womens-volleyball,Columbia,Boca Raton,florida,CC
7561,Audrey Cheng,Setter,5-9,,So., Fairview,2018,womens-volleyball,Columbia,Superior,colorado,CC
7562,Isa Lamus,Middle Blocker,6-0,,Fr., Gulliver Prep,2018,womens-volleyball,Columbia,Miami,florida,CC
7563,Chichi Ikwuazom,Middle Blocker,6-1,,Jr., Horace Mann,2018,womens-volleyball,Columbia,New York,new york,CC
7564,Natasha Kosowicz,Outside Hitter,6-0,,Sr., Archbishop Mitty,2018,womens-volleyball,Columbia,San Jose,california,CC
7565,Madeleine Casey,Right Side Hitter,5-11,,Sr., Francis Parker,2018,womens-volleyball,Columbia,San Diego,california,CC
7566,Lauren Wilkins,Outside Hitter,6-1,,Sr., Ursuline Academy,2018,womens-volleyball,Columbia,Cincinnati,ohio,CC
7567,Grace Campbell,Setter,6-0,,Jr., San Joaquin Memorial,2018,womens-volleyball,Columbia,Visalia,california,CC
7568,Emily Teehan,Outside Hitter,6-0,,Fr., Holy Trinity,2018,womens-volleyball,Columbia,Toronto,Ontario,CC
7569,Saj McBurrows,Outside Hitter,6-1,,Fr., Pinnacle,2019,womens-volleyball,Columbia,Phoenix,arizona,CC
7570,Madelyn Ward,Outside Hitter,6-0,,Jr., Waxahachie,2019,womens-volleyball,Columbia,Waxahachie,texas,CC
7571,Kalie Wood,Defensive Specialist/Libero,5-8,,Sr., Canyon Crest Academy,2019,womens-volleyball,Columbia,San Diego,california,CC
7572,Rose Compton,Middle Blocker,6-3,,Sr., Ferndale,2019,womens-volleyball,Columbia,Ferndale,washington,CC
7573,Soah Franklin,Middle Blocker,6-1,,Fr., Crossroads School for the Arts and Science,2019,womens-volleyball,Columbia,Los Angeles,california,CC
7574,Kaitlin Schultz,Outside Hitter,6-0,,Jr., West Ranch,2019,womens-volleyball,Columbia,Santa Clarita,california,CC
7575,Shari Stenglein,Setter,5-9,,So., Pine Crest Prep,2019,womens-volleyball,Columbia,Boca Raton,florida,CC
7576,Audrey Cheng,Setter,5-9,,Jr., Fairview,2019,womens-volleyball,Columbia,Superior,colorado,CC
7577,Isa Lamus,Middle Blocker,6-0,,So., Gulliver Prep,2019,womens-volleyball,Columbia,Miami,florida,CC
7578,Chichi Ikwuazom,Middle Blocker,6-1,,Sr., Horace Mann,2019,womens-volleyball,Columbia,New York,new york,CC
7579,Noelle Foster,Outsider Hitter,6-0,,Fr., Stone Bridge,2019,womens-volleyball,Columbia,Ashburn,virginia,CC
7580,Chloe Rutledge,Defensive Specialist/Libero,5-8,,Fr., Foothill,2019,womens-volleyball,Columbia,North Tustin ,,CC
7581,Kiara Robichaud,Outside Hitter,5-11,,Fr., Joel Barlow,2019,womens-volleyball,Columbia,Redding,connecticut,SEAS
7582,Grace Campbell,Setter,6-0,,Sr., San Joaquin Memorial,2019,womens-volleyball,Columbia,Visalia,california,CC
7583,Kyrie Lorfing,Setter,5-11,,Fr., Faith Lutheran,2019,womens-volleyball,Columbia,Las Vegas,nevada,SEAS
7584,Mckenzy Metter,Defensive Specialist/Libero,5-6,,Fr., Punahou,2019,womens-volleyball,Columbia,Honolulu,hawaii,CC
7585,Emily Teehan,Outside Hitter,6-0,,So., Holy Trinity,2019,womens-volleyball,Columbia,Toronto,Ontario,CC
7586,Vanessa Pan,Defensive Specialist/Libero,5-7,,Fr., Notre Dame,2019,womens-volleyball,Columbia,San Mateo,california,BC
7587,Pierce Woodall,Outside Hitter,6-0,,Fr., Coppell,2019,womens-volleyball,Columbia,Coppell,texas,CC
7588,Saj McBurrows,Outside Hitter,6-1,,So., Pinnacle,2020,womens-volleyball,Columbia,Phoenix,arizona,CC
7589,Madelyn Ward,Outside Hitter,6-0,,Sr., Waxahachie,2020,womens-volleyball,Columbia,Waxahachie,texas,CC
7590,Yooni Park,Defensive Specialist/Libero,5-7,,Fr., Cupertino,2020,womens-volleyball,Columbia,Cupertino,california,CC
7591,Maria Milisa,Middle Blocker,6-4,,Fr., XV Gymnasium,2020,womens-volleyball,Columbia,Zagreb,Croatia,CC
7592,Kaitlin Schultz,Outside Hitter,6-0,,Sr., West Ranch,2020,womens-volleyball,Columbia,Santa Clarita,california,CC
7593,Shari Stenglein,Setter,5-9,,Jr., Pine Crest Prep,2020,womens-volleyball,Columbia,Boca Raton,florida,CC
7594,Audrey Cheng,Setter,5-9,,Sr., Fairview,2020,womens-volleyball,Columbia,Superior,colorado,CC
7595,Isa Lamus,Middle Blocker,6-0,,Jr., Gulliver Prep,2020,womens-volleyball,Columbia,Miami,florida,CC
7596,Pierce Woodall,Outside Hitter,6-0,,So., Coppell,2020,womens-volleyball,Columbia,Coppell,texas,CC
7597,Noelle Foster,Outsider Hitter,6-0,,So., Stone Bridge,2020,womens-volleyball,Columbia,Ashburn,virginia,CC
7598,Aidan Conner,Middle Blocker,6-3,,Fr., Bridgeland,2020,womens-volleyball,Columbia,Cypress,texas,CC
7599,Chloe Rutledge,Defensive Specialist/Libero,5-8,,So., Foothill,2020,womens-volleyball,Columbia,North Tustin ,,CC
7600,Kiara Robichaud,Outside Hitter,5-11,,So., Joel Barlow,2020,womens-volleyball,Columbia,Redding,connecticut,SEAS
7601,Lauren Maitland,Outside Hitter,5-10,,Fr., Columbia Grammar And Prep School,2020,womens-volleyball,Columbia,New York,new york,CC
7602,Mckenzy Metter,Defensive Specialist/Libero,5-6,,So., Punahou,2020,womens-volleyball,Columbia,Honolulu,hawaii,CC
7603,Emily Teehan,Outside Hitter,6-0,,Jr., Holy Trinity,2020,womens-volleyball,Columbia,Toronto,Ontario,CC
7604,Vanessa Pan,Defensive Specialist/Libero,5-7,,So., Notre Dame,2020,womens-volleyball,Columbia,San Mateo,california,BC
7605,Lauren Cho,Defensive Specialist/Libero,5-5,,Fr., University,2020,womens-volleyball,Columbia,Irvine,california,CC
7606,Logan Harlock,Outside Hitter,6-0,,Fr., Fieldston,2020,womens-volleyball,Columbia,New York,new york,CC
7607,Annabel Happ,Setter,5-10,,Fr., Shorecrest Prep School,2020,womens-volleyball,Columbia,St. Petersburg,florida,CC
7608,Saj McBurrows,Outside Hitter,6-1,,Jr., Pinnacle,2021,womens-volleyball,Columbia,Phoenix,arizona,CC
7609,Yooni Park,Defensive Specialist/Libero,5-7,,So., Cupertino,2021,womens-volleyball,Columbia,Cupertino,california,CC
7610,Vanessa Pan,Defensive Specialist/Libero,5-7,,Jr., Notre Dame,2021,womens-volleyball,Columbia,San Mateo,california,BC
7611,Maria Milisa,Middle Blocker,6-4,,So., XV Gymnasium,2021,womens-volleyball,Columbia,Zagreb,Croatia,CC
7612,Soah Franklin,Middle Blocker,6-1,,So., Crossroads School for the Arts and Science,2021,womens-volleyball,Columbia,Los Angeles,california,CC
7613,Lauren Cho,Defensive Specialist/Libero,5-5,,So., University,2021,womens-volleyball,Columbia,Irvine,california,CC
7614,Kylie Berg,Middle Blocker,6-1,,Fr., Temecula Valley,2021,womens-volleyball,Columbia,Temecula,california,CC
7615,Shari Stenglein,Setter,5-9,,Sr., Pine Crest Prep,2021,womens-volleyball,Columbia,Boca Raton,florida,CC
7616,Isa Lamus,Middle Blocker,6-0,,Sr., Gulliver Prep,2021,womens-volleyball,Columbia,Miami,florida,CC
7617,Pierce Woodall,Outside Hitter,6-0,,Jr., Coppell,2021,womens-volleyball,Columbia,Coppell,texas,CC
7618,Noelle Foster,Outsider Hitter,6-0,,Jr., Stone Bridge,2021,womens-volleyball,Columbia,Ashburn,virginia,CC
7619,Aidan Conner,Middle Blocker,6-3,,So., Bridgeland,2021,womens-volleyball,Columbia,Cypress,texas,CC
7620,Chloe Rutledge,Defensive Specialist/Libero,5-8,,Jr., Foothill,2021,womens-volleyball,Columbia,North Tustin ,,CC
7621,Kiara Robichaud,Outside Hitter,5-11,,Jr., Joel Barlow,2021,womens-volleyball,Columbia,Redding,connecticut,SEAS
7622,Anna Gioranidi,Outside Hitter,5-11,,Fr., Hellenic College of Thessaloniki,2021,womens-volleyball,Columbia,Thessaloniki,Greece,CC
7623,Lauren Maitland,Outside Hitter,5-10,,So., Columbia Grammar And Prep School,2021,womens-volleyball,Columbia,New York,new york,CC
7624,Mckenzy Metter,Defensive Specialist/Libero,5-6,,Jr., Punahou,2021,womens-volleyball,Columbia,Honolulu,hawaii,CC
7625,Emily Teehan,Outside Hitter,6-0,,Sr., Holy Trinity,2021,womens-volleyball,Columbia,Toronto,Ontario,CC
7626,Harper Justema,Middle Blocker,6-2,,Fr., Summit,2021,womens-volleyball,Columbia,Bend,oregon,CC
7627,Logan Harlock,Outside Hitter,6-0,,So., Fieldston,2021,womens-volleyball,Columbia,New York,new york,CC
7628,Annabel Happ,Setter,5-10,,So., Shorecrest Prep School,2021,womens-volleyball,Columbia,St. Petersburg,florida,CC
7629,Cadence Gronski,Setter,6-0,,Fr., Mater Dei Catholic,2021,womens-volleyball,Columbia,Newport Beach,california,BC
7630,Hailee Watts,Outside Hitter,5-11,,Fr., Paraclete,2021,womens-volleyball,Columbia,Littlerock,california,CC
7631,Saj McBurrows,Outside Hitter,6-1,,Sr., Pinnacle,2022,womens-volleyball,Columbia,Phoenix,arizona,CC
7632,Harper Justema,Middle Blocker,6-2,,So., Summit,2022,womens-volleyball,Columbia,Bend,oregon,CC
7633,Vanessa Pan,Defensive Specialist/Libero,5-7,,Sr., Notre Dame,2022,womens-volleyball,Columbia,San Mateo,california,BC
7634,Maria Milisa,Middle Blocker,6-5,,Jr., XV Gymnasium,2022,womens-volleyball,Columbia,Zagreb,Croatia,CC
7635,Soah Franklin,Middle Blocker,6-1,,Jr., Crossroads School for the Arts and Science,2022,womens-volleyball,Columbia,Los Angeles,california,CC
7636,Lauren Cho,Defensive Specialist/Libero,5-5,,Jr., University,2022,womens-volleyball,Columbia,Irvine,california,CC
7637,Eva Atkins,Opposite,6-2,,Fr., Roosevelt,2022,womens-volleyball,Columbia,Seattle,washington,CC
7638,Yooni Park,Defensive Specialist/Libero,5-7,,Jr., Cupertino,2022,womens-volleyball,Columbia,Cupertino,california,CC
7639,Hailee Watts,Outside Hitter,5-11,,So., Paraclete,2022,womens-volleyball,Columbia,Littlerock,california,CC
7640,Pierce Woodall,Outside Hitter,6-0,,Sr., Coppell,2022,womens-volleyball,Columbia,Coppell,texas,CC
7641,Noelle Foster,Outside Hitter,6-0,,Sr., Stone Bridge,2022,womens-volleyball,Columbia,Ashburn,virginia,CC
7642,Aidan Conner,Middle Blocker,6-3,,Jr., Bridgeland,2022,womens-volleyball,Columbia,Cypress,texas,CC
7643,Presley Liberty,Defensive Specialist/Libero,5-7,,Fr., Bellevue West,2022,womens-volleyball,Columbia,Papillion,nebraska,CC
7644,Kiara Robichaud,Outside Hitter,5-11,,Sr., Joel Barlow,2022,womens-volleyball,Columbia,Redding,connecticut,SEAS
7645,Anna Gioranidi,Outside Hitter,5-11,,So., Hellenic College of Thessaloniki,2022,womens-volleyball,Columbia,Thessaloniki,Greece,CC
7646,Lauren Maitland,Outside Hitter,5-10,,Jr., Columbia Grammar And Prep School,2022,womens-volleyball,Columbia,New York,new york,CC
7647,Mckenzy Metter,Defensive Specialist/Libero,5-6,,Sr., Punahou,2022,womens-volleyball,Columbia,Honolulu,hawaii,CC
7648,Juliana Williamson,Middle Blocker,6-4,,Fr., Ransom Everglades School,2022,womens-volleyball,Columbia,Miami,florida,CC
7649,Ruby van der Heide,Setter,6-0,,Fr., Northern Highlands Regional,2022,womens-volleyball,Columbia,Ho-Ho-Kus,new jersey,CC
7650,Logan Harlock,Outside Hitter,6-0,,Jr., Fieldston,2022,womens-volleyball,Columbia,New York,new york,CC
7651,Annabel Happ,Setter,5-10,,Jr., Shorecrest Prep School,2022,womens-volleyball,Columbia,St. Petersburg,florida,CC
7652,Cadence Gronski,Setter,6-0,,So., Mater Dei Catholic,2022,womens-volleyball,Columbia,Newport Beach,california,BC
7653,Amanda Holsen,Outside Hitter,6-0,,Fr., Adlai E. Stevenson,2022,womens-volleyball,Columbia,Hawthorn Woods,illinois,CC
7654,Presley Liberty,Defensive Specialist/Libero,5-7,,So., Bellevue West,2023,womens-volleyball,Columbia,Papillion,nebraska,CC
7655,Harper Justema,Middle Blocker,6-2,,Jr., Summit,2023,womens-volleyball,Columbia,Bend,oregon,CC
7656,Madison Hsieh,Defensive Specialist/Libero,5-4,,Fr., Vandegrift,2023,womens-volleyball,Columbia,Austin,texas,SEAS
7657,Maria Milisa,Middle Blocker,6-5,,Sr., XV Gymnasium,2023,womens-volleyball,Columbia,Zagreb,Croatia,CC
7658,Soah Franklin,Middle Blocker,6-1,,Sr., Crossroads School for the Arts and Science,2023,womens-volleyball,Columbia,Los Angeles,california,CC
7659,Lauren Cho,Defensive Specialist/Libero,5-5,,Sr., University,2023,womens-volleyball,Columbia,Irvine,california,CC
7660,Eva Atkins,Opposite,6-2,,So., Roosevelt,2023,womens-volleyball,Columbia,Seattle,washington,CC
7661,Yooni Park,Defensive Specialist/Libero,5-7,,Sr., Cupertino,2023,womens-volleyball,Columbia,Cupertino,california,CC
7662,Hailee Watts,Outside Hitter,5-11,,Jr., Paraclete,2023,womens-volleyball,Columbia,Littlerock,california,CC
7663,Evie Naumann,Outside Hitter,6-0,,Fr., Westlake,2023,womens-volleyball,Columbia,Austin,texas,CC
7664,Delaney Seaman,Defensive Specialist/Setter,5-10,,Fr., Brebeuf Jesuit Prep,2023,womens-volleyball,Columbia,Carmel,indianna,CC
7665,Aidan Conner,Middle Blocker,6-3,,Sr., Bridgeland,2023,womens-volleyball,Columbia,Cypress,texas,CC
7666,Avery Jones,Opposite,6-1,,Fr., Harvard-Westlake,2023,womens-volleyball,Columbia,Studio City,california,CC
7667,Anna Gioranidi,Outside Hitter,5-11,,Jr., Hellenic College of Thessaloniki,2023,womens-volleyball,Columbia,Thessaloniki,Greece,CC
7668,Lauren Maitland,Outside Hitter,5-10,,Sr., Columbia Grammar And Prep School,2023,womens-volleyball,Columbia,New York,new york,CC
7669,Juliana Williamson,Middle Blocker,6-4,,So., Ransom Everglades School,2023,womens-volleyball,Columbia,Miami,florida,CC
7670,Ruby van der Heide,Setter,6-0,,So., Northern Highlands Regional,2023,womens-volleyball,Columbia,Ho-Ho-Kus,new jersey,CC
7671,Logan Harlock,Outside Hitter,6-0,,Sr., Fieldston,2023,womens-volleyball,Columbia,New York,new york,CC
7672,Annabel Happ,Setter,5-10,,Sr., Shorecrest Prep School,2023,womens-volleyball,Columbia,St. Petersburg,florida,CC
7673,Cadence Gronski,Setter,6-0,,Jr., Mater Dei Catholic,2023,womens-volleyball,Columbia,Newport Beach,california,BC
7674,Kylee Eze,Opposite,6-2,,Fr., Soquel,2023,womens-volleyball,Columbia,Santa Cruz,california,CC
7675,Amanda Holsen,Outside Hitter,6-0,,So., Adlai E. Stevenson,2023,womens-volleyball,Columbia,Hawthorn Woods,illinois,CC
7676,Myla Abernathy,Middle Distance,,,So., Catonsville,2010,womens-track-and-field,Columbia,Catonsville,maryland,BC
7677,Phoebe Anderson,Distance,,,Jr., Wycombe Abbey School,2010,womens-track-and-field,Columbia,London,England,CC
7678,Kaylee Bennett,Sprints,,,Fr., Phillips Exeter Academy,2010,womens-track-and-field,Columbia,Laurel,maryland,CC
7679,Maggie Bennett,Distance,,,Fr., Jesuit,2010,womens-track-and-field,Columbia,Portland,oregon,CC
7680,Anabelle Biggs,Jumps,,,Fr., Phillips Academy,2010,womens-track-and-field,Columbia,Vineyard Haven,massachusetts,CC
7681,Camylin Blake,Sprints/Hurdles,,,So., Wellington C. Mepham,2010,womens-track-and-field,Columbia,Bellmore,new york,CC
7682,Lilly Bradley,Distance,,,Jr., Thayer Academy,2010,womens-track-and-field,Columbia,Boston,massachusetts,CC
7683,Zariyah Braxton,Jumps,,,So., Bay Shore Senior,2010,womens-track-and-field,Columbia,Bay Shore,new york,CC
7684,Seraiah Bruno,Jumps,,,So., Conroe Grand Oaks,2010,womens-track-and-field,Columbia,Spring,texas,CC
7685,Grace Carr,Middle Distance,,,Fr., Cumberland,2010,womens-track-and-field,Columbia,Cumberland,rhode island,CC
7686,Rory Clare,Middle Distance,,,So., Wellesley,2010,womens-track-and-field,Columbia,Wellesley,massachusetts,SEAS
7687,Camille Clay,Throws,,,Jr., Lincolnshire,2010,womens-track-and-field,Columbia,Lincolnshire,illinois,BC
7688,Nanette Collins,Throws,,,Sr., Bella Vista College Preparatory,2010,womens-track-and-field,Columbia,Cave Creek,arizona,CC
7689,Tess Darnell,Hurdles,,,Jr., Red Bank Catholic,2010,womens-track-and-field,Columbia,Keyport,new jersey,CC
7690,Emily Donovan,Throws,,,So., Simi Valley,2010,womens-track-and-field,Columbia,West Hills,california,GS
7691,Story Downing,Middle Distance,,,Jr., Lincoln College Prep,2010,womens-track-and-field,Columbia,Kansas City,missouri,BC
7692,Andrea Dubbels,Middle Distance,,,Sr., Clifton,2010,womens-track-and-field,Columbia,Clifton,new jersey,CC
7693,Sevilla Duran,Sprints/Hurdles,,,Sr., Sandia Preparatory,2010,womens-track-and-field,Columbia,Albuquerque,new mexico,CC
7694,Isabella Ford,Distance,,,Fr., Punahou,2010,womens-track-and-field,Columbia,Kailua,hawaii,CC
7695,Sydney Goldson,Sprints,,,Jr., Holmdell,2010,womens-track-and-field,Columbia,Holmdell,new jersey,CC
7696,Mary Caroline Heinen,Distance,,,Sr., Maggie Walker,2010,womens-track-and-field,Columbia,Richmond,virginia,SEAS
7697,Lucy Henkel,Middle Distance,,,So., Radnor,2010,womens-track-and-field,Columbia,Wayne,pennsylvania,CC
7698,Caroline Jankowich,Middle Distance,,,Fr., Classical,2010,womens-track-and-field,Columbia,Providence,rhode island,CC
7699,Susan Jimenez,Distance,,,So., Brooklyn Technical,2010,womens-track-and-field,Columbia,Brooklyn,new york,CC
7700,Zuriel Jimenez,Throws,,,Fr., St. George's School,2010,womens-track-and-field,Columbia,Albrightsville,pennsylvania,CC
7701,Leanna Johnston,Distance,,,Fr., Immaculate Heart Academy,2010,womens-track-and-field,Columbia,Glen Rock,new jersey,CC
7702,Norina Khanzada,Jumps,,,Fr., Tenafly,2010,womens-track-and-field,Columbia,Cliffside Park,new jersey,BC
7703,Kate Kuwahara,Distance,,,Jr., West,2010,womens-track-and-field,Columbia,Salt Lake City,utah,BC
7704,Michelle Lee,Jumps,,,So., Northern Valley Regional,2010,womens-track-and-field,Columbia,Demarest,new jersey,CC
7705,Sydney Loder,Sprints/Jumps,,,Fr., Glenvar,2010,womens-track-and-field,Columbia,Salem,virginia,CC
7706,Kali Long,Sprints,,,Jr., Noble and Greenough,2010,womens-track-and-field,Columbia,Cambridge,massachusetts,BC
7707,Lailah Malone,Throws,,,Sr., Campbell,2010,womens-track-and-field,Columbia,Marietta,georgia,CC
7708,Aminah Martin,Sprints/Hurdles,,,So., St. John's College,2010,womens-track-and-field,Columbia,Washington,district of columbia,BC
7709,Jordan Mathis,Distance,,,Sr., Vandegrift,2010,womens-track-and-field,Columbia,Austin,texas,CC
7710,Eden Maxwell,,,,Fr.,,2010,womens-track-and-field,Columbia,,,
7711,Brigid McCabe,Distance,,,Jr.," Notre Dame (New York, N.Y.)",2010,womens-track-and-field,Columbia,Bayonne,new jersey,CC
7712,Mia McIlwain,,,,Fr.,,2010,womens-track-and-field,Columbia,,,
7713,Emily McKenna,Multis,,,Fr., Germantown Academy,2010,womens-track-and-field,Columbia,Fort Washington,pennsylvania,CC
7714,Jada Mia Puryear,Throws,,,So., Union Catholic Regional,2010,womens-track-and-field,Columbia,Scotch Plains,new jersey,CC
7715,McKinlee Morris,Throws,,,Sr., Crossroads College Prep,2010,womens-track-and-field,Columbia,St. Louis,missouri,BC
7716,Wonders Oguejiofor,Middle Distance,,,Sr., Cypress Springs,2010,womens-track-and-field,Columbia,Cypress,texas,CC
7717,Amara Onyeukwu,Sprints,,,Jr., George Walton,2010,womens-track-and-field,Columbia,Austell,georgia,CC
7718,Farah Osman,Distance,,,So., Brooklyn Technical,2010,womens-track-and-field,Columbia,Brooklyn,new york,SEAS
7719,Athena Peleties,Jumps,,,Fr., The English School,2010,womens-track-and-field,Columbia,Nicosia,Cyprus,CC
7720,Kennedi Poullard,Sprints/Hurdles,,,So., Kinkaid,2010,womens-track-and-field,Columbia,Houston,texas,CC
7721,Katherine Price,Distance,,,Fr., Godolphin and Latymer,2010,womens-track-and-field,Columbia,London,United Kingdom,CC
7722,Daniela Quintero,Middle Distance,,,So., Harvard-Westlake,2010,womens-track-and-field,Columbia,Studio City,california,CC
7723,Caroline Schleif,Middle Distance,,,So., Metuchen,2010,womens-track-and-field,Columbia,Metuchen,new jersey,SEAS
7724,Isabel Schmidt,Distance,,,Sr., Garfield,2010,womens-track-and-field,Columbia,Seattle,washington,CC
7725,Olivia Schmitt,Middle Distance,,,Sr., Lakes Community,2010,womens-track-and-field,Columbia,Lindenhurst,illinois,SEAS
7726,Caroline Schoen,Distance,,,Fr., Homewood-Flossmoor,2010,womens-track-and-field,Columbia,Flossmoor,illinois,CC
7727,Victoria Schrubb,Jumps,,,Fr., Saint Andrews,2010,womens-track-and-field,Columbia,Wellington,florida,CC
7728,Patrice Smith,Multievents,,,Sr., Mount Lebanon,2010,womens-track-and-field,Columbia,Pittsburgh,pennsylvania,CC
7729,Jessica Thompson,Pole Vault,,,Fr., Harvard-Westlake,2010,womens-track-and-field,Columbia,Los Angeles,california,CC
7730,Naomi Toft,Middle Distance,,,So., Latymer Upper School,2010,womens-track-and-field,Columbia,London,England,SEAS
7731,Elia Ton-That,Distance,,,So., Northside College Prep,2010,womens-track-and-field,Columbia,Chicago,illinois,SEAS
7732,Nikki Vanasse,Distance,,,Sr., The Pingry School,2010,womens-track-and-field,Columbia,Martinsville,new jersey,CC
7733,Fredericka Walker,Sprints,,,Jr., Westfield,2010,womens-track-and-field,Columbia,Herndon,virginia,CC
7734,Kaitlynn Wolfe,Distance,,,Sr., Blacksburg,2010,womens-track-and-field,Columbia,Blacksburg,virginia,CC
7735,Kimmi Woods,Sprints,,,Sr., Tatnall,2010,womens-track-and-field,Columbia,Wilmington,delaware,SEAS
7736,Myla Abernathy,Middle Distance,,,So., Catonsville,2011,womens-track-and-field,Columbia,Catonsville,maryland,BC
7737,Phoebe Anderson,Distance,,,Jr., Wycombe Abbey School,2011,womens-track-and-field,Columbia,London,England,CC
7738,Kaylee Bennett,Sprints,,,Fr., Phillips Exeter Academy,2011,womens-track-and-field,Columbia,Laurel,maryland,CC
7739,Maggie Bennett,Distance,,,Fr., Jesuit,2011,womens-track-and-field,Columbia,Portland,oregon,CC
7740,Anabelle Biggs,Jumps,,,Fr., Phillips Academy,2011,womens-track-and-field,Columbia,Vineyard Haven,massachusetts,CC
7741,Camylin Blake,Sprints/Hurdles,,,So., Wellington C. Mepham,2011,womens-track-and-field,Columbia,Bellmore,new york,CC
7742,Lilly Bradley,Distance,,,Jr., Thayer Academy,2011,womens-track-and-field,Columbia,Boston,massachusetts,CC
7743,Zariyah Braxton,Jumps,,,So., Bay Shore Senior,2011,womens-track-and-field,Columbia,Bay Shore,new york,CC
7744,Seraiah Bruno,Jumps,,,So., Conroe Grand Oaks,2011,womens-track-and-field,Columbia,Spring,texas,CC
7745,Grace Carr,Middle Distance,,,Fr., Cumberland,2011,womens-track-and-field,Columbia,Cumberland,rhode island,CC
7746,Rory Clare,Middle Distance,,,So., Wellesley,2011,womens-track-and-field,Columbia,Wellesley,massachusetts,SEAS
7747,Camille Clay,Throws,,,Jr., Lincolnshire,2011,womens-track-and-field,Columbia,Lincolnshire,illinois,BC
7748,Nanette Collins,Throws,,,Sr., Bella Vista College Preparatory,2011,womens-track-and-field,Columbia,Cave Creek,arizona,CC
7749,Tess Darnell,Hurdles,,,Jr., Red Bank Catholic,2011,womens-track-and-field,Columbia,Keyport,new jersey,CC
7750,Emily Donovan,Throws,,,So., Simi Valley,2011,womens-track-and-field,Columbia,West Hills,california,GS
7751,Story Downing,Middle Distance,,,Jr., Lincoln College Prep,2011,womens-track-and-field,Columbia,Kansas City,missouri,BC
7752,Andrea Dubbels,Middle Distance,,,Sr., Clifton,2011,womens-track-and-field,Columbia,Clifton,new jersey,CC
7753,Sevilla Duran,Sprints/Hurdles,,,Sr., Sandia Preparatory,2011,womens-track-and-field,Columbia,Albuquerque,new mexico,CC
7754,Isabella Ford,Distance,,,Fr., Punahou,2011,womens-track-and-field,Columbia,Kailua,hawaii,CC
7755,Sydney Goldson,Sprints,,,Jr., Holmdell,2011,womens-track-and-field,Columbia,Holmdell,new jersey,CC
7756,Mary Caroline Heinen,Distance,,,Sr., Maggie Walker,2011,womens-track-and-field,Columbia,Richmond,virginia,SEAS
7757,Lucy Henkel,Middle Distance,,,So., Radnor,2011,womens-track-and-field,Columbia,Wayne,pennsylvania,CC
7758,Caroline Jankowich,Middle Distance,,,Fr., Classical,2011,womens-track-and-field,Columbia,Providence,rhode island,CC
7759,Susan Jimenez,Distance,,,So., Brooklyn Technical,2011,womens-track-and-field,Columbia,Brooklyn,new york,CC
7760,Zuriel Jimenez,Throws,,,Fr., St. George's School,2011,womens-track-and-field,Columbia,Albrightsville,pennsylvania,CC
7761,Leanna Johnston,Distance,,,Fr., Immaculate Heart Academy,2011,womens-track-and-field,Columbia,Glen Rock,new jersey,CC
7762,Norina Khanzada,Jumps,,,Fr., Tenafly,2011,womens-track-and-field,Columbia,Cliffside Park,new jersey,BC
7763,Kate Kuwahara,Distance,,,Jr., West,2011,womens-track-and-field,Columbia,Salt Lake City,utah,BC
7764,Michelle Lee,Jumps,,,So., Northern Valley Regional,2011,womens-track-and-field,Columbia,Demarest,new jersey,CC
7765,Sydney Loder,Sprints/Jumps,,,Fr., Glenvar,2011,womens-track-and-field,Columbia,Salem,virginia,CC
7766,Kali Long,Sprints,,,Jr., Noble and Greenough,2011,womens-track-and-field,Columbia,Cambridge,massachusetts,BC
7767,Lailah Malone,Throws,,,Sr., Campbell,2011,womens-track-and-field,Columbia,Marietta,georgia,CC
7768,Aminah Martin,Sprints/Hurdles,,,So., St. John's College,2011,womens-track-and-field,Columbia,Washington,district of columbia,BC
7769,Jordan Mathis,Distance,,,Sr., Vandegrift,2011,womens-track-and-field,Columbia,Austin,texas,CC
7770,Eden Maxwell,,,,Fr.,,2011,womens-track-and-field,Columbia,,,
7771,Brigid McCabe,Distance,,,Jr.," Notre Dame (New York, N.Y.)",2011,womens-track-and-field,Columbia,Bayonne,new jersey,CC
7772,Mia McIlwain,,,,Fr.,,2011,womens-track-and-field,Columbia,,,
